Year;Airline;Code;Al Code ICAO;Country;Country Code OAG;Country Code IATA;IATA Regions;Passengers Carried;Kilometres Flown;Aircraft Departures;Hours Flown;Passenger-Kilometres Flown;Available Seat-Kilometres;Tonne-Kilometres Performed;Passenger Load Factor;Period Fin;Currency;Operating Revenue;Operating Revenue Pax;Operating Expenses;Operating Profit;Net Result;Employees;Traf. Source;Fin Source;Pers. Source;Year End;Remarques
2006;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;2748000;62000;18700;86000;9799000;16429000;1738000;59.6;12;USD;785000;NA;NA;NA;NA;2854;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2007;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;4641000;95000;27400;138600;17730000;25784000;2726000;68.8;12;USD;1527000;1211000;NA;NA;NA;4710;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2008;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;5989000;138000;41600;190200;24155000;32098000;3573000;75.3;12;USD;2518000;2200000;2501000;17000;NA;5998;Al Monitor 10/13;Al Monitor 10/13;IATA;31.1;NA
2009;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;6276000;166000;48300;227800;27800000;37757000;4471000;73.6;12;USD;2285000;1929000;2274000;11000;NA;6605;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2010;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;7100000;188000;57500;277900;33391000;45148000;5482000;74;12;USD;2980000;2390000;2951000;29000;NA;6631;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2011;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;8297000;224000;62700;309200;38670000;51029000;6501000;75.8;12;USD;4100000;2960000;3963000;137000;14000;9038;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2012;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;10236000;250000;69100;348200;47708000;60992000;7892000;78.2;12;USD;4800000;3600000;4630000;170000;42000;10656;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2013;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;11519000;292000;78900;408700;55504000;71138000;9685000;78;12;USD;6100000;4400000;5892000;208000;62000;13535;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2014;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;14281000;356000;94500;511300;68572000;86614000;11787000;79.2;12;USD;7600000;5600000;7343000;257000;73000;17712;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2015;ETIHAD AW;EY;ETD;U. A. EMIRATES;678;UNAR;Middle East;16976000;425000;106600;590700;83209000;104815000;13618000;79.4;12;USD;9020000;6800000;8761000;259000;103000;17712;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;6103000;180500;50400;242700;24106000;30145400;7329500;80;12;USD;2880500;1420000;2982900;-102400;-51700;5127;Al Monitor 10/07;Al Monitor 10/07;IATA;31.12;NA
2007;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;6156000;170000;48700;230000;24151000;29679000;6948000;81;12;USD;2839000;1493000;2908000;-69000;-57000;4987;Al Monitor 10/08;Al Monitor 10/08;IATA;31.12;NA
2008;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;5766000;149000;42200;201800;22877000;28761000;6136000;79.5;12;USD;2878000;1589000;3151000;-273000;-536000;4596;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2009;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;5984000;138000;39800;185000;22589000;29138000;5663000;77.5;12;USD;2273100;1334000;2360600;-87500;-88200;4478;Al Monitor 10/10;Al Monitor 10/10;IATA;31.12;NA
2010;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;6417000;155000;44000;208600;23584000;29485000;7266000;80;12;USD;3327000;1797000;2924000;403000;383000;4931;Al Monitor 10/11;Al Monitor 10/11;IATA;31.12;NA
2011;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;6645000;156000;44800;209100;23982000;30729000;7041000;78;12;USD;3472000;1900000;3457000;15000;7000;5659;Al Monitor 10/12;Al Monitor 10/12;IATA;31.12;NA
2012;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;7486000;154000;46600;210800;25890000;32624000;6801000;79.4;12;USD;3632000;2231000;3625000;7000;-28000;6035;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;7954000;163000;51000;227200;27536000;34556000;6757000;79.7;12;USD;3723000;2390000;3670000;53000;16000;6711;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2014;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;8858000;173000;54600;245300;30399000;38822000;6800000;78.3;12;USD;3848000;2566000;3874000;-26000;-64000;7722;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2015;EVA AIR;BR;EVA;TAIWAN (PROV. Of CHINA);781;TAIW;Asia;10029000;182000;57300;260400;35188000;43466000;6812000;81;12;USD;3641000;2572000;3425000;216000;140000;8333;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;17962000;434600;491600;694800;16523000;21237500;1505400;78;12;USD;1673800;1670500;1529400;144500;89400;6700;Al Monitor 10/07;Al Monitor 10/07;Internat 10/07;31.12;AIRLINE OPERATIONS
2007;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;17201000;452000;491300;716300;16382000;22089000;1491000;74.2;12;USD;1676100;1630400;1776900;-100800;-67000;4560;Al Monitor 10/12;Al Monitor 10/12;Internet;31.12;NA
2008;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;14752000;392000;409000;619200;14623000;19247000;1336000;76;12;USD;1306400;1237000;1420100;-113600;-99100;4348;Al Monitor 10/12;Al Monitor 10/12;Internet 10/09;31.12;NA
2009;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;13276000;331000;356000;523900;12818000;16571000;1173000;77.4;12;USD;681500;596500;728500;-47000;-7600;3694;Al Monitor 10/12;Al Monitor 10/12;Internet;31.12;NA
2010;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;16314000;379000;420900;597300;15010000;18927000;1371000;79.3;12;USD;808000;755300;895900;-87900;-95300;3712;Al Monitor 10/12;Al Monitor 10/12;Internet 11/11;31.12;NA
2011;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;30411000;597000;767400;955300;24670000;31396000;2239000;78.6;12;USD;1640800;1618900;1714500;-73700;-60200;3838;Al Monitor 10/15;Al Monitor 10/15;Internet;31.12;With Atlantic Southeast from 2011
2012;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;32376000;617000;801500;984400;25536000;32226000;2317000;79.2;12;USD;1593500;1580600;1588400;5100;-10500;9427;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2013;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;32956000;640000;808000;1022400;27115000;34025000;2460000;79.7;12;USD;1466300;1465900;1494300;-28000;-32300;8902;Al Monitor 10/16;Al Monitor 10/16;Internet 10/14;31.12;NA
2014;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;30950000;590000;730600;939800;25608000;31536000;2324000;81.2;12;USD;1347300;1345700;1446300;-99000;-84000;9000;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;EXPRESSJET;EV;ASQ;USA;NA;UNST;North America;26002000;467000;610500;759400;20411000;25296000;1852000;80.7;12;USD;987200;980900;1002600;-15400;-17200;7057;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;31.12;NA
2006;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;440000;377000;666900;NA;NA;15394000;NA;12;USD;22068300;NA;20243900;1824400;1164400;121283;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;AIRLINE OPERATIONS
2007;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;444000;373200;668600;NA;NA;16008000;NA;12;USD;23250300;NA;21250000;2000300;1248700;126629;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2008;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;437000;366400;662400;NA;NA;15463000;NA;12;USD;24679900;NA;22978300;1701600;999700;126685;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2009;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;400000;334000;606900;NA;NA;14140000;NA;12;USD;19962600;NA;19247700;714800;227500;123153;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2010;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;424000;340300;633200;NA;NA;15946000;NA;12;USD;22910000;NA;21664100;1245800;727400;124185;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2011;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;429000;338000;639400;NA;NA;16158000;NA;12;USD;25318400;NA;24001600;1316800;818200;132371;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2012;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;427000;334400;632000;NA;NA;16262000;NA;12;USD;25931800;NA;24835400;1096400;596100;140660;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2013;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;424000;337700;632300;NA;NA;16225000;NA;12;USD;26144600;NA;25321800;822900;413000;148429;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2014;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;430000;344200;643600;NA;NA;NA;NA;12;USD;26523100;NA;24947100;1576000;998000;151300;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;FEDEX/FEDERAL EXPRESS;FX;FDX;USA;NA;UNST;North America;NA;437000;348400;658800;NA;NA;NA;NA;12;USD;25367500;NA;23164600;2209000;1273000;154316;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;Not in total
2006;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;7669000;123200;94000;193900;17328000;22822700;1975700;76;12;USD;2567700;2407000;2581600;-13900;-16800;7795;Al Monitor 10/07;Al Monitor 10/07;IATA;31.12;AIRLINE OPERATIONS
2007;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;8184000;143000;92700;216900;20173000;26565000;2329000;75.9;12;USD;3001000;2882000;2806000;195000;140000;5766;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2008;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;8261000;155000;89800;232100;22168000;29426000;2549000;75.3;12;USD;3356000;2753000;3441000;-85000;-68000;5752;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2009;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;7274000;141000;79200;209500;20209000;26564000;2315000;76.1;12;USD;2558000;2200000;2718000;-160000;-133000;5380;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2010;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;7274000;136000;74500;201500;19438000;25258000;2491000;77;12;USD;2671000;2125000;2689000;-180002;-30000;5165;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2011;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;7423000;151000;79300;223700;21544000;29195000;2694000;73.8;12;USD;3156000;2176000;3279000;-123000;-122000;3331;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2012;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;7720000;144000;67800;210400;23215000;29699000;2792000;78.2;12;USD;3160000;2219000;3116000;44000;14000;3353;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;6790000;129000;50200;183300;23017000;28643000;2745000;80.4;12;USD;3191000;2260000;3180000;11000;30000;3291;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2014;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;7069000;129000;51800;183600;22938000;28314000;2752000;81;12;USD;3011000;2152000;3107000;-96000;-109000;3038;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2015;FINNAIR;AY;FIN;FINLAND;425;FINL;Europe;10294000;166000;107500;258600;25060000;31222000;2937000;80.3;12;USD;2563000;1930000;2429000;134000;99000;3134;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;8896000;137000;94200;193700;13382000;16791000;1234000;80;12;USD;1019500;952100;1032800;-13300;-17800;5265;Al Monitor 10/08;Al Monitor 10/08;Internat 10/07;31.12;NA
2007;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;10355000;156000;105000;220700;15840000;20152000;1457000;78.6;12;USD;1197300;1112300;1207100;-9800;-29100;6170;Al Monitor 10/09;Al Monitor 10/09;Internet 10/08;31.12;NA
2008;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;10577000;148000;101000;212300;15857000;19364000;1464000;81.9;12;USD;1284400;1202400;1379300;-94900;-133100;5283;Al Monitor 10/13;Al Monitor 10/13;Internet 10/09;31.12;NA
2009;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;9477000;128000;89700;183300;13865000;17099000;1271000;81.1;12;USD;1113400;923600;1046500;66900;120600;4500;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2010;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;9240000;129000;83400;181800;14800000;17713000;1351000;83.6;12;USD;1316900;1085300;1337400;-20400;-19400;4309;Al Monitor 10/14;Al Monitor 10/14;Internet 11/11;31.12;NA
2011;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;10593000;135000;88200;189000;16570000;19023000;1514000;87.1;12;USD;1661900;1462000;1773400;-111500;-72100;4286;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2012;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;10312000;125000;81900;174400;16064000;17966000;1556000;89.4;12;USD;1433500;1168600;1404100;29400;4700;4726;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2013;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;10207000;110000;77600;155100;14723000;16129000;1460000;91.3;12;USD;1348600;1138500;1326000;22600;11600;3384;Al Monitor 10/16;Al Monitor 10/16;Internet 10/14;31.12;NA
2014;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;11662000;124000;87800;175300;16706000;18670000;1628000;89.5;12;USD;1574900;1264800;1364700;210200;129000;3384;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;FRONTIER AL;F9;FFT;USA;NA;UNST;North America;12735000;150000;94800;207900;20481000;23619000;1980000;86.7;12;USD;1604000;1197400;1328100;275900;145500;2979;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;31.12;NA
2006;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;9289000;109000;91800;175500;14891000;21847000;1674000;68.2;12;USD;1234400;1113000;1296400;-62000;-20800;5233;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2007;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;9869000;113000;93500;181600;16280000;22435000;1798000;72.6;12;USD;1397500;1124000;1379100;18300;27500;5322;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2008;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;10432000;124000;99500;196500;17674000;24667000;1945000;71.7;12;USD;1899500;1458000;1792100;107400;71700;5078;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2009;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;11206000;129000;103000;205500;18018000;26015000;1989000;69.3;12;USD;1726000;1465000;1637000;89000;98000;4648;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2010;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;12775000;145000;113800;254900;20460000;27741000;2614000;73.8;12;USD;2153000;1842000;2160000;-7000;57000;5265;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2011;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;17300000;181000;142700;295000;26277000;36183000;2974000;72.6;12;USD;3096000;2642000;3004000;92000;84000;6278;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2012;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;20654000;203000;166000;337200;29239000;39783000;3314000;73.5;12;USD;3472000;2942000;3304000;168000;111000;6336;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;25159000;239000;208800;412200;33504000;46186000;3929000;72.5;12;USD;3759000;3161000;3696000;63000;14000;7191;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2014;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;29310000;276000;246900;496800;37431000;52964000;4412000;70.7;12;USD;3934000;3339000;4329000;-395000;-369000;8001;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2015;GARUDA;GA;GIA;INDONESIA;832;INDO;Asia;23757000;239000;206200;426300;34898000;46290000;4046000;75.4;12;USD;3815000;3191000;3646000;169000;78000;8071;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;15801000;135300;167600;210600;14919100;20498500;1364400;73;12;USD;1750000;1730000;1427000;323000;262000;8840;Al Monitor 10/07;Al Monitor 10/07;Internet;31.12;NA
2007;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;19584000;194000;208300;302000;20024000;29360000;1765000;68.2;12;USD;2553000;2361000;2552000;1000;141000;12424;Al Monitor 10/09;Al Monitor 10/09;Internet 10/08;31.12;NA
2008;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;19559000;186000;215200;266000;19870000;30921000;1897000;64.3;12;USD;3506000;3223000;3555000;-49000;-759000;15911;Al Monitor 10/09;Al Monitor 10/09;Internet 03/10;31.12;NA
2009;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;27962000;243000;272800;371200;25810000;40579000;2350000;63.6;12;USD;3054000;2689000;2845000;209000;513700;17963;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2010;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;31478000;264000;292300;408700;30761000;45393000;2920000;67.8;12;USD;3972000;3572000;3575000;397000;128600;18776;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2011;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;34558000;276000;306300;442400;32437000;46999000;3004000;69;12;USD;4515000;4021000;4661000;-146000;-450000;18781;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2012;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;33897000;261000;297800;405100;31379000;48611000;2889000;64.6;12;USD;4136000;3654000;4598000;-462000;-772000;16306;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;36304000;284000;316500;518400;34676000;49622000;3022000;69.9;12;USD;4107000;3725000;3985000;122000;-332000;15883;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2014;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;37777000;290000;317000;523000;38076000;49492000;2960000;76.9;12;USD;4262000;3830000;4048000;214000;-473000;16628;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;GOL TRANSPORTES AEREOS;G3;GLO;BRAZIL;316;BRAZ;South America;38869000;294000;315900;528300;38403000;49733000;2988000;77.2;12;USD;2878000;2527000;2932000;-54000;-1263000;16472;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;7064000;106800;53200;163000;17398600;24133100;2293700;72;12;USD;1364000;1183000;1685000;-321000;-297000;5911;Al Monitor 10/07;Al Monitor 10/07;IATA;31.12;NA
2007;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5935000;88000;46800;121100;14005000;19396000;1800000;72.2;12;USD;1293400;1100000;1600000;-306600;-431300;4932;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2008;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5643000;87000;44600;137700;13654000;18306000;1716000;74.6;12;USD;1395000;1190000;1774500;-379600;-421800;5080;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2009;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5757000;92000;46400;124600;13947000;20019000;1753000;69.7;12;USD;1430000;1200000;NA;NA;-504000;4981;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2010;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5356000;85000;47600;115200;11848000;16029000;1358000;73.9;12;USD;1074000;900000;NA;NA;NA;4150;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2011;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;4830000;87000;46100;137000;11150000;15264000;1249000;73;12;USD;1074000;900000;NA;NA;NA;3876;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2012;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5236000;87000;49900;139100;10831000;14538000;1143000;74.5;12;USD;1100000;900000;1587000;-487000;-216000;3766;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;4480000;65000;43500;91400;7866000;10601000;811000;74.2;12;USD;815000;815000;1068000;-253000;-32000;2742;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2014;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5172000;70000;48800;100800;8690000;11502000;885000;75.6;12;USD;927000;927000;1093000;-166000;42000;2787;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2015;GULF AIR;GF;GFA;BAHRAIN;605;BAHR;Middle East;5314000;76000;51400;107800;8906000;12303000;902000;72.4;12;USD;950000;927000;1014000;-64000;NA;2808;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;14391000;186600;158100;301800;20166600;26758600;2140200;75;12;USD;1516000;1381000;1364000;152000;23500;9469;Al Monitor 10/07;Al Monitor 10/07;IATA;31.12;NA
2007;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;14965000;182000;147300;296300;21686000;27070000;2278000;80.1;12;USD;1752800;1600000;1406900;345900;72000;8886;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2008;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;15017000;176000;123900;276000;22858000;29185000;2402000;78.3;12;USD;1957000;1800000;2200000;-243000;-134000;10027;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2009;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;17808000;214000;146200;335300;28507000;36575000;3039000;77.9;12;USD;2280800;1881000;2290400;-9600;22000;9894;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2010;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;18369000;222000;142300;344300;31799000;38891000;3491000;81.8;12;USD;3187400;2715000;2772000;415400;361000;10969;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2011;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;20294000;234000;149700;364500;35381000;41988000;3856000;84.3;12;USD;4074000;3609000;3579000;495000;285000;11669;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2012;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;22278000;255000;164700;391800;38653000;45753000;4145000;84.5;12;USD;4562000;4094000;4246000;316000;142000;12156;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2013;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;25905000;289000;187100;446400;44903000;51942000;4731000;86.4;12;USD;4922000;4300000;4553000;369000;229000;13412;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2014;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;35389000;303000;195000;465000;57927000;66664000;4964000;86.9;12;USD;5841000;5100000;5436000;405000;278000;13412;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;(a) Includes operations of Grand China Air (CN), Lucky Air (8L), Fuzhou Airlines
2015;HAINAN AL;HU;CHH;CHINA;713;CHIN;Asia;37960000;404000;264000;624900;64972000;73661000;6707000;88.2;12;USD;5317000;4650000;5059000;258000;322000;20112;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;(a) Includes operations of Grand China Air (CN), Lucky Air (8L), Fuzhou Airlines
2006;HAWAIIAN AL;HA;HAL;USA;NA;UNST;North America;6157000;54500;53100;73300;11196500;12957100;1122300;86;12;USD;881600;806500;869300;12300;-4900;3243;Al Monitor 10/07;Al Monitor 10/07;ICAO;31.12;AIRLINE OPERATIONS
2007;HAWAIIAN AL;HA;HAL;USA;NA;UNST;North America;7051000;62000;57100;83000;12952000;14836000;1278000;87;12;USD;982700;901000;971300;11400;11000;3415;Al Monitor 10/08;Al Monitor 10/08;Internet 10/08;31.12;NA
